ihaskell-hvega;0.1.0.3;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/ihaskell-hvega/ihaskell-hvega-0.1.0.3/ihaskell-hvega.cabal;Development;aeson,base,hvega,ihaskell,text;IHaskell.Display.Hvega;src;
gpolyline;0.1.0.1;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/gpolyline/gpolyline-0.1.0.1/gpolyline.cabal;Graphics;base,split;GPolyline;;
pipes-fastx;0.3.0.0;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/pipes-fastx/pipes-fastx-0.3.0.0/pipes-fastx.cabal;Pipes;attoparsec,base,bytestring,pipes,pipes-attoparsec,pipes-bytestring;Pipes.Fastx;;
doctest-driver-gen;0.2.0.4;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/doctest-driver-gen/doctest-driver-gen-0.2.0.4/doctest-driver-gen.cabal;Testing;base,base,doctest,doctest-driver-gen;Test.DocTest.Gen;app,src;Main.hs
lambdabot-core;5.1.0.4;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/lambdabot-core/lambdabot-core-5.1.0.4/lambdabot-core.cabal; Web,Development;HTTP,SafeSemaphore,base,binary,bytestring,containers,dependent-map,dependent-sum,dependent-sum-template,directory,edit-distance,filepath,haskeline,hslogger,lifted-base,monad-control,mtl,network,parsec,prim-uniq,random,random-fu,random-source,regex-tdfa,split,syb,template-haskell,time,transformers,transformers-base,utf8-string,zlib;Lambdabot.Bot,Lambdabot.ChanName,Lambdabot.Command,Lambdabot.Compat.AltTime,Lambdabot.Compat.FreenodeNick,Lambdabot.Compat.PackedNick,Lambdabot.Config,Lambdabot.Config.Core,Lambdabot.File,Lambdabot.IRC,Lambdabot.Logging,Lambdabot.Main,Lambdabot.Message,Lambdabot.Module,Lambdabot.Monad,Lambdabot.Nick,Lambdabot.Plugin,Lambdabot.Plugin.Core,Lambdabot.Plugin.Core.Base,Lambdabot.Plugin.Core.Compose,Lambdabot.Plugin.Core.Help,Lambdabot.Plugin.Core.More,Lambdabot.Plugin.Core.OfflineRC,Lambdabot.Plugin.Core.System,Lambdabot.Plugin.Core.Version,Lambdabot.State,Lambdabot.Util,Lambdabot.Util.Serial,Lambdabot.Util.Signals,Paths_lambdabot_core;src;
bson;0.3.2.7;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/bson/bson-0.3.2.7/bson.cabal;Data;base,binary,bytestring,cryptohash,data-binary-ieee754,mtl,network,text,time;Data.Bson,Data.Bson.Binary;;
codo-notation;0.5.2;experimental;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/codo-notation/codo-notation-0.5.2/codo-notation.cabal;Language;base,comonad,haskell-src-meta,parsec,template-haskell,uniplate;Language.Haskell.Codo;src;
cryptonite-openssl;0.7;experimental;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/cryptonite-openssl/cryptonite-openssl-0.7/cryptonite-openssl.cabal;Cryptography;base,basement,bytestring,cryptonite,memory;Crypto.OpenSSL,Crypto.OpenSSL.AES,Crypto.OpenSSL.AES.Foreign,Crypto.OpenSSL.ASN1,Crypto.OpenSSL.BN,Crypto.OpenSSL.BN.Foreign,Crypto.OpenSSL.ECC,Crypto.OpenSSL.ECC.Foreign,Crypto.OpenSSL.Misc,Crypto.OpenSSL.Random;;
present;4.1.0;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/present/present-4.1.0/present.cabal;Development;base,template-haskell;Control.Monad.Trans.State.Strict,Present;src/;
simple-cmd;0.1.2;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/simple-cmd/simple-cmd-0.1.2/simple-cmd.cabal;System;base,directory,filepath,process;SimpleCmd,SimpleCmd.Git,SimpleCmd.Rpm;;
persistent-mysql;2.8.1;Stable;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/persistent-mysql/persistent-mysql-2.8.1/persistent-mysql.cabal; Yesod,Database;aeson,base,blaze-builder,bytestring,conduit,containers,monad-logger,mysql,mysql-simple,persistent,resource-pool,resourcet,text,transformers,unliftio-core;Database.Persist.MySQL;;
base-compat;0.10.5;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/base-compat/base-compat-0.10.5/base-compat.cabal;Compatibility;base;Control.Concurrent.Compat,Control.Concurrent.Compat.Repl,Control.Concurrent.MVar.Compat,Control.Concurrent.MVar.Compat.Repl,Control.Exception.Compat,Control.Exception.Compat.Repl,Control.Monad.Compat,Control.Monad.Compat.Repl,Control.Monad.Fail.Compat,Control.Monad.Fail.Compat.Repl,Control.Monad.IO.Class.Compat,Control.Monad.IO.Class.Compat.Repl,Control.Monad.ST.Lazy.Unsafe.Compat,Control.Monad.ST.Lazy.Unsafe.Compat.Repl,Control.Monad.ST.Unsafe.Compat,Control.Monad.ST.Unsafe.Compat.Repl,Data.Bifoldable.Compat,Data.Bifoldable.Compat.Repl,Data.Bifunctor.Compat,Data.Bifunctor.Compat.Repl,Data.Bitraversable.Compat,Data.Bitraversable.Compat.Repl,Data.Bits.Compat,Data.Bits.Compat.Repl,Data.Bool.Compat,Data.Bool.Compat.Repl,Data.Complex.Compat,Data.Complex.Compat.Repl,Data.Either.Compat,Data.Either.Compat.Repl,Data.Foldable.Compat,Data.Foldable.Compat.Repl,Data.Function.Compat,Data.Function.Compat.Repl,Data.Functor.Compat,Data.Functor.Compat.Repl,Data.Functor.Compose.Compat,Data.Functor.Compose.Compat.Repl,Data.Functor.Const.Compat,Data.Functor.Const.Compat.Repl,Data.Functor.Contravariant.Compat,Data.Functor.Contravariant.Compat.Repl,Data.Functor.Identity.Compat,Data.Functor.Identity.Compat.Repl,Data.Functor.Product.Compat,Data.Functor.Product.Compat.Repl,Data.Functor.Sum.Compat,Data.Functor.Sum.Compat.Repl,Data.IORef.Compat,Data.IORef.Compat.Repl,Data.List.Compat,Data.List.Compat.Repl,Data.List.NonEmpty.Compat,Data.List.NonEmpty.Compat.Repl,Data.Monoid.Compat,Data.Monoid.Compat.Repl,Data.Proxy.Compat,Data.Proxy.Compat.Repl,Data.Ratio.Compat,Data.Ratio.Compat.Repl,Data.STRef.Compat,Data.STRef.Compat.Repl,Data.Semigroup.Compat,Data.Semigroup.Compat.Repl,Data.String.Compat,Data.String.Compat.Repl,Data.Type.Coercion.Compat,Data.Type.Coercion.Compat.Repl,Data.Version.Compat,Data.Version.Compat.Repl,Data.Void.Compat,Data.Void.Compat.Repl,Data.Word.Compat,Data.Word.Compat.Repl,Debug.Trace.Compat,Debug.Trace.Compat.Repl,Foreign.Compat,Foreign.Compat.Repl,Foreign.ForeignPtr.Compat,Foreign.ForeignPtr.Compat.Repl,Foreign.ForeignPtr.Safe.Compat,Foreign.ForeignPtr.Safe.Compat.Repl,Foreign.ForeignPtr.Unsafe.Compat,Foreign.ForeignPtr.Unsafe.Compat.Repl,Foreign.Marshal.Alloc.Compat,Foreign.Marshal.Alloc.Compat.Repl,Foreign.Marshal.Array.Compat,Foreign.Marshal.Array.Compat.Repl,Foreign.Marshal.Compat,Foreign.Marshal.Compat.Repl,Foreign.Marshal.Safe.Compat,Foreign.Marshal.Safe.Compat.Repl,Foreign.Marshal.Unsafe.Compat,Foreign.Marshal.Unsafe.Compat.Repl,Foreign.Marshal.Utils.Compat,Foreign.Marshal.Utils.Compat.Repl,Numeric.Compat,Numeric.Compat.Repl,Numeric.Natural.Compat,Numeric.Natural.Compat.Repl,Prelude.Compat,Prelude.Compat.Repl,System.Environment.Compat,System.Environment.Compat.Repl,System.Exit.Compat,System.Exit.Compat.Repl,System.IO.Unsafe.Compat,System.IO.Unsafe.Compat.Repl,Text.Read.Compat,Text.Read.Compat.Repl,Type.Reflection.Compat,Type.Reflection.Compat.Repl;src;
median-stream;0.7.0.0;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/median-stream/median-stream-0.7.0.0/median-stream.cabal;Data;base,heap;Data.MedianStream;src;
amazonka-support;1.6.0;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/amazonka-support/amazonka-support-1.6.0/amazonka-support.cabal; AWS, Cloud, Distributed Computing,Network;amazonka-core,base;Network.AWS.Support,Network.AWS.Support.AddAttachmentsToSet,Network.AWS.Support.AddCommunicationToCase,Network.AWS.Support.CreateCase,Network.AWS.Support.DescribeAttachment,Network.AWS.Support.DescribeCases,Network.AWS.Support.DescribeCommunications,Network.AWS.Support.DescribeServices,Network.AWS.Support.DescribeSeverityLevels,Network.AWS.Support.DescribeTrustedAdvisorCheckRefreshStatuses,Network.AWS.Support.DescribeTrustedAdvisorCheckResult,Network.AWS.Support.DescribeTrustedAdvisorCheckSummaries,Network.AWS.Support.DescribeTrustedAdvisorChecks,Network.AWS.Support.RefreshTrustedAdvisorCheck,Network.AWS.Support.ResolveCase,Network.AWS.Support.Types,Network.AWS.Support.Types.Product,Network.AWS.Support.Types.Sum,Network.AWS.Support.Waiters;gen,src;
ObjectName;1.1.0.1;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/ObjectName/ObjectName-1.1.0.1/ObjectName.cabal;Data;base,transformers;Data.ObjectName;src;
hmatrix-gsl;0.19.0.1;provisional;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/hmatrix-gsl/hmatrix-gsl-0.19.0.1/hmatrix-gsl.cabal;Math;array,base,hmatrix,process,random,vector;Graphics.Plot,Numeric.GSL,Numeric.GSL.Differentiation,Numeric.GSL.Fitting,Numeric.GSL.Fourier,Numeric.GSL.IO,Numeric.GSL.Integration,Numeric.GSL.Internal,Numeric.GSL.Interpolation,Numeric.GSL.LinearAlgebra,Numeric.GSL.Minimization,Numeric.GSL.ODE,Numeric.GSL.Polynomials,Numeric.GSL.Random,Numeric.GSL.Root,Numeric.GSL.SimulatedAnnealing,Numeric.GSL.Vector;src;
wai-app-static;3.1.6.2;Stable;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/wai-app-static/wai-app-static-3.1.6.2/wai-app-static.cabal; Yesod,Web;base,blaze-html,blaze-markup,bytestring,containers,cryptonite,directory,directory,file-embed,filepath,http-date,http-types,memory,mime-types,old-locale,optparse-applicative,template-haskell,text,time,transformers,unix-compat,unordered-containers,wai,wai-app-static,wai-extra,warp,zlib;Network.Wai.Application.Static,Util,WaiAppStatic.CmdLine,WaiAppStatic.Listing,WaiAppStatic.Storage.Embedded,WaiAppStatic.Storage.Embedded.Runtime,WaiAppStatic.Storage.Embedded.TH,WaiAppStatic.Storage.Filesystem,WaiAppStatic.Types;app;warp-static.hs
HSlippyMap;3.0.1;;/Users/fruiz/Desktop/github/papers-stackage/pipelines/scripts/StackageDownload/lts-12.26/HSlippyMap/HSlippyMap-3.0.1/HSlippyMap.cabal;Geography;base;HSlippyMap;;
